chr	strand	gene_locus	gene_id	gene_name	gene_biotype	sites_position_cDNA	sites_num	cDNA_sum	c1:d14_WT1	c2:d14_WT2	c3:d14_WT3	c4:d14_WT4	t1:d14_HET1	t2:d14_HET2	t3:d14_HET3	t4:d14_HET4
2	-	chr2:6539693-7509562	ENSMUSG00000002107	Celf2	protein_coding	[6541869, 6546413, 6876015]	3	3122	212	623	393	368	369	448	363	346
2	+	chr2:91054008-91066368	ENSMUSG00000002102	Psmc3	protein_coding	[91059431]	1	1642	131	332	215	190	198	241	150	185
2	-	chr2:174267046-174267124	ENSMUSG00000065521	Mir296	miRNA	[174266432]	1	45	4	3	8	5	7	5	9	4
17	+	chr17:78508062-78627408	ENSMUSG00000024076	Vit	protein_coding	[78627392]	1	212	12	41	24	29	21	34	24	27
2	+	chr2:19657751-19660582	ENSMUSG00000043415	Otud1	protein_coding	[19660580]	1	130	7	24	19	8	14	13	21	24
5	-	chr5:106840191-106926320	ENSMUSG00000043410	Hfm1	protein_coding	[106840196]	1	163	11	23	18	19	20	17	19	36
4	+	chr4:137593754-137658536	ENSMUSG00000043411	Usp48	protein_coding	[137625286]	1	78	3	15	10	4	10	16	11	9
6	+	chr6:8948430-9249031	ENSMUSG00000046178	Nxph1	protein_coding	[8980848, 8974810, 9056871, 9019751]	4	1090	62	186	123	144	148	181	107	139
7	-	chr7:48866428-48881595	ENSMUSG00000046179	E2f8	protein_coding	[48866429]	1	35	0	8	4	6	6	4	2	5
12	-	chr12:109032186-109068216	ENSMUSG00000040867	Begain	protein_coding	[109032182]	1	141	11	24	18	12	14	21	16	25
7	-	chr7:141874812-141918506	ENSMUSG00000025139	Tollip	protein_coding	[141881584]	1	1540	93	258	234	171	193	182	223	186
2	+	chr2:162943471-162974521	ENSMUSG00000035576	L3mbtl1	protein_coding	[162977126]	1	115	8	21	21	10	11	17	15	12
13	+	chr13:43370709-43395201	ENSMUSG00000054021	Sirt5	protein_coding	[43395201]	1	136	10	16	29	17	8	15	20	21
11	-	chr11:79932320-79962389	ENSMUSG00000035575	Utp6	protein_coding	[79934800]	1	53	3	9	9	5	13	7	3	4
4	+	chr4:45342100-45379758	ENSMUSG00000035572	Dcaf10	protein_coding	[45379730, 45374709]	2	149	13	25	20	25	16	23	10	17
17	+	chr17:33810519-33822917	ENSMUSG00000042099	Kank3	protein_coding	[33822914]	1	151	12	32	25	23	9	18	16	16
8	+	chr8:83566670-83571625	ENSMUSG00000033938	Ndufb7	protein_coding	[83571622]	1	838	66	139	120	113	92	101	104	103
10	-	chr10:117215141-117224506	ENSMUSG00000020171	Yeats4	protein_coding	[117215141]	1	2156	157	376	317	257	247	254	254	294
11	-	chr11:12236607-12464959	ENSMUSG00000020173	Cobl	protein_coding	[12236677]	1	451	31	71	74	52	63	42	57	61
2	-	chr2:37370068-37422902	ENSMUSG00000075376	Rc3h2	protein_coding	[37370072]	1	2382	166	374	338	289	246	298	325	346
10	-	chr10:37133374-37138919	ENSMUSG00000069662	Marcks	protein_coding	[37134820, 37133373, 37135440, 37133242]	4	26165	1846	4040	3940	2911	2995	3164	3654	3615
10	+	chr10:75316942-75334787	ENSMUSG00000020178	Adora2a	protein_coding	[75334780]	1	102	6	21	17	11	13	17	7	10
8	-	chr8:126947174-126971078	ENSMUSG00000033931	Rbm34	protein_coding	[126949024, 126947183]	2	372	27	67	52	47	46	49	36	48
4	-	chr4:57943372-57956410	ENSMUSG00000028367	Txn1	protein_coding	[57943760]	1	6046	460	1071	801	714	722	753	744	781
6	+	chr6:113623958-113631632	ENSMUSG00000033933	Vhl	protein_coding	[113631630]	1	1178	90	165	176	131	143	153	149	171
4	-	chr4:72117141-72200918	ENSMUSG00000008305	Tle1	protein_coding	[72157580, 72117806]	2	1059	84	155	148	128	130	132	151	131
18	-	chr18:37935843-37954987	ENSMUSG00000024454	Hdac3	protein_coding	[37936978]	1	326	26	66	35	40	34	46	37	42
11	-	chr11:120578103-120581623	ENSMUSG00000025132	Arhgdia	protein_coding	[120578108]	1	1283	99	207	208	152	148	154	160	155
10	+	chr10:41490438-41514283	ENSMUSG00000078451	Ppil6	protein_coding	[41514288]	1	82	7	14	15	7	14	8	9	8
11	+	chr11:53519256-53549564	ENSMUSG00000018398	Sept8	protein_coding	[53544092, 53549591]	2	1231	101	248	163	130	151	153	164	121
7	+	chr7:3289079-3300441	ENSMUSG00000068566	Myadm	protein_coding	[3299212]	1	386	28	73	65	51	44	40	52	33
10	-	chr10:110941781-111010065	ENSMUSG00000035798	Zdhhc17	protein_coding	[110941781]	1	858	62	139	138	103	105	84	121	106
4	-	chr4:130531601-130574172	ENSMUSG00000078532	Nkain1	protein_coding	[130530136]	1	2330	183	419	324	256	261	332	262	293
16	+	chr16:32099799-32108068	ENSMUSG00000035790	Cep19	protein_coding	[32108054]	1	419	32	67	70	44	45	52	56	53
11	-	chr11:120592120-120598364	ENSMUSG00000025134	Alyref	protein_coding	[120592131, 120590933, 120594510]	3	549	41	101	77	81	62	69	65	53
11	+	chr11:21572234-21898988	ENSMUSG00000020319	Wdpcp	protein_coding	[21898675]	1	34	1	6	6	6	3	6	3	3
15	+	chr15:81936758-81950940	ENSMUSG00000042109	Csdc2	protein_coding	[81950927]	1	213	15	37	30	18	26	31	29	27
8	+	chr8:110618637-110720395	ENSMUSG00000010936	Vac14	protein_coding	[110720395]	1	127	15	18	20	14	16	16	16	12
X	+	chrX:134686518-134696756	ENSMUSG00000049804	Armcx4	protein_coding	[134696744]	1	195	13	37	24	22	30	16	31	22
11	+	chr11:97415532-97502401	ENSMUSG00000049807	Arhgap23	protein_coding	[97502396]	1	606	55	108	84	65	73	72	84	65
11	-	chr11:30099394-30268174	ENSMUSG00000020315	Sptbn1	protein_coding	[30099395]	1	7334	529	1254	1054	836	951	949	915	846
11	+	chr11:69995776-70000008	ENSMUSG00000018572	Phf23	protein_coding	[69999777, 70000007]	2	675	62	94	104	91	79	85	80	80
11	-	chr11:70010182-70015410	ENSMUSG00000018574	Acadvl	protein_coding	[70010188]	1	445	35	102	62	42	38	56	67	43
12	-	chr12:72881108-72940773	ENSMUSG00000021098	4930447C04Rik	protein_coding	[72911660]	1	124	11	21	13	13	17	18	14	17
3	-	chr3:141837135-142169424	ENSMUSG00000052430	Bmpr1b	protein_coding	[141837143]	1	240	26	41	29	28	35	33	24	24
11	-	chr11:94539797-94549254	ENSMUSG00000039096	Rsad1	protein_coding	[94539806]	1	142	12	20	17	20	14	21	21	17
11	+	chr11:78512192-78522735	ENSMUSG00000001100	Poldip2	protein_coding	[78522170]	1	150	5	33	22	13	13	21	19	24
7	+	chr7:3703992-3706900	ENSMUSG00000006333	Rps9	protein_coding	[3706896]	1	9130	650	1684	1326	1052	1031	1238	1088	1061
12	-	chr12:54670339-54695896	ENSMUSG00000054302	Eapp	protein_coding	[54673467, 54671295]	2	651	47	105	96	75	72	77	87	92
11	+	chr11:78536360-78541736	ENSMUSG00000001105	Ift20	protein_coding	[78541731]	1	177	17	25	38	27	16	16	18	20
7	-	chr7:3620323-3629928	ENSMUSG00000006335	Tfpt	protein_coding	[3620324]	1	191	15	37	18	23	26	22	23	27
5	+	chr5:138441467-138460693	ENSMUSG00000036898	Zfp157	protein_coding	[138461810, 138458660]	2	214	11	27	37	23	24	25	39	28
11	-	chr11:59817794-59839837	ENSMUSG00000019373	Cops3	protein_coding	[59817805]	1	676	62	109	95	61	82	94	83	90
7	-	chr7:16915378-16924113	ENSMUSG00000019370	Calm3	protein_coding	[16915378]	1	7008	514	1289	962	748	835	916	895	849
13	-	chr13:43195518-43304171	ENSMUSG00000051335	Gfod1	protein_coding	[43195245]	1	209	18	42	29	26	33	25	15	21
17	-	chr17:14195230-14203830	ENSMUSG00000048826	Dact2	protein_coding	[14195230]	1	240	15	41	29	34	26	38	29	28
11	-	chr11:60714122-60727262	ENSMUSG00000002812	Flii	protein_coding	[60714155]	1	48	4	7	7	9	5	10	1	5
8	-	chr8:70331521-70353272	ENSMUSG00000058301	Upf1	protein_coding	[70331525]	1	177	12	25	23	15	27	30	21	24
5	+	chr5:21372641-21378373	ENSMUSG00000039899	Fgl2	protein_coding	[21378372]	1	135	15	20	31	7	14	13	19	16
14	-	chr14:30595355-30626209	ENSMUSG00000021948	Prkcd	protein_coding	[30595355]	1	199	12	41	32	22	19	24	29	20
9	-	chr9:71842687-72111870	ENSMUSG00000032228	Tcf12	protein_coding	[71844278]	1	975	80	155	136	108	112	125	134	125
13	-	chr13:55495794-55513675	ENSMUSG00000021493	Pdlim7	protein_coding	[55506773, 55498414]	2	583	44	95	83	61	74	83	77	66
17	+	chr17:37045965-37075066	ENSMUSG00000024462	Gabbr1	protein_coding	[37049466, 37049070]	2	756	49	113	102	79	102	106	118	87
14	+	chr14:33923586-33935279	ENSMUSG00000021943	Gdf10	protein_coding	[33935277]	1	383	33	86	47	39	58	60	28	32
9	+	chr9:70207349-70400066	ENSMUSG00000032220	Myo1e	protein_coding	[70399763]	1	37	5	10	7	3	3	6	2	1
14	-	chr14:57275033-57398482	ENSMUSG00000021947	Cryl1	protein_coding	[57275034]	1	116	6	16	22	13	14	18	19	8
14	+	chr14:56887794-56962578	ENSMUSG00000021945	Zmym2	protein_coding	[56960347, 56962355, 56960534]	3	1541	129	240	225	195	156	189	221	186
19	-	chr19:53929676-53944626	ENSMUSG00000084957	Bbip1	protein_coding	[53931010]	1	548	41	89	88	56	65	54	71	84
6	+	chr6:87980882-88005470	ENSMUSG00000084950	Gm5577	antisense	[87984210]	1	30	6	7	2	5	4	0	5	1
9	-	chr9:54544793-54560217	ENSMUSG00000037493	Cib2	protein_coding	[54544794, 54545269]	2	444	44	87	62	45	50	73	42	41
8	+	chr8:23636018-24156584	ENSMUSG00000037492	Zmat4	protein_coding	[24063113]	1	135	10	29	26	12	18	21	12	7
7	+	chr7:19004064-19006760	ENSMUSG00000044030	Irf2bp1	protein_coding	[19006589]	1	1677	113	258	237	188	201	164	256	260
3	+	chr3:95314790-95323598	ENSMUSG00000015714	Cers2	protein_coding	[95323589]	1	152	13	28	18	20	22	15	17	19
3	-	chr3:10204087-10208575	ENSMUSG00000062515	Fabp4	protein_coding	[10204346]	1	65	10	19	7	6	3	5	7	8
10	-	chr10:127525472-127534558	ENSMUSG00000040258	Nxph4	protein_coding	[127525469]	1	227	15	38	30	34	24	25	24	37
1	-	chr1:191306788-191318193	ENSMUSG00000037499	Nenf	protein_coding	[191306789]	1	777	46	109	121	95	107	99	108	92
14	+	chr14:27428846-27483551	ENSMUSG00000040651	Fam208a	protein_coding	[27483305, 27480923, 27469157, 27483551]	4	457	30	81	74	61	59	51	55	46
6	-	chr6:146549631-146577834	ENSMUSG00000040250	Asun	protein_coding	[146549633]	1	126	8	20	16	18	19	19	13	13
13	-	chr13:3566035-3611107	ENSMUSG00000033799	Fam208b	protein_coding	[3566035]	1	74	3	13	11	10	9	11	7	10
2	+	chr2:150749041-150771674	ENSMUSG00000033068	Entpd6	protein_coding	[150771672]	1	201	18	36	32	18	25	22	24	26
11	+	chr11:88047372-88053754	ENSMUSG00000018379	Srsf1	protein_coding	[88051952, 88051393, 88053755, 88051612, 88053366]	5	1088	77	194	175	124	115	153	139	111
11	+	chr11:67455436-67688989	ENSMUSG00000033066	Gas7	protein_coding	[67688929, 67688663]	2	295	26	56	34	20	36	36	29	58
14	-	chr14:57123302-57133610	ENSMUSG00000040055	Gjb6	protein_coding	[57123303]	1	293	20	83	53	36	22	40	23	16
11	+	chr11:50602083-50807572	ENSMUSG00000036545	Adamts2	protein_coding	[50799944]	1	72	2	12	14	9	7	4	16	8
7	+	chr7:55794147-55831446	ENSMUSG00000033790	Tubgcp5	protein_coding	[55831445]	1	102	4	14	20	6	15	11	18	14
14	+	chr14:101729956-101934709	ENSMUSG00000033060	Lmo7	protein_coding	[101934686]	1	34	0	9	3	4	2	5	6	5
1	+	chr1:5070017-5162528	ENSMUSG00000033793	Atp6v1h	protein_coding	[5162444]	1	2118	160	350	291	223	260	258	278	298
15	-	chr15:103096150-103102110	ENSMUSG00000101356	Gm28876	lincRNA	[103095189]	1	98	6	14	9	11	17	8	13	20
11	-	chr11:88924019-88955464	ENSMUSG00000000278	Scpep1	protein_coding	[88924021]	1	908	72	174	142	106	96	106	109	103
10	-	chr10:75923221-75932501	ENSMUSG00000000901	Mmp11	protein_coding	[75923223]	1	59	4	12	8	5	8	4	10	8
17	-	chr17:27122662-27133915	ENSMUSG00000024208	Uqcc2	protein_coding	[27122668]	1	777	61	133	105	91	94	82	110	101
7	+	chr7:101108774-101284404	ENSMUSG00000030691	Fchsd2	protein_coding	[101142636, 101126950]	2	85	6	11	13	12	11	13	6	13
7	+	chr7:24270419-24276826	ENSMUSG00000055305	Zfp93	protein_coding	[24276815]	1	94	3	21	9	16	13	7	14	11
11	+	chr11:88999375-89020292	ENSMUSG00000000275	Trim25	protein_coding	[89020291]	1	299	30	59	42	32	42	45	26	23
5	-	chr5:36794866-36796771	ENSMUSG00000055302	Mrfap1	protein_coding	[36794918]	1	4918	398	862	761	519	542	543	662	631
11	-	chr11:89035178-89066849	ENSMUSG00000000276	Dgke	protein_coding	[89035178, 89037971, 89038133]	3	322	24	48	52	30	39	48	40	41
4	+	chr4:53860651-53860769	ENSMUSG00000065887	n-R5s185	rRNA	[53862017]	1	73	6	11	9	8	8	12	11	8
8	+	chr8:79028436-79193765	ENSMUSG00000071064	Zfp827	protein_coding	[79193194, 79193766]	2	326	22	53	43	39	47	33	46	43
14	+	chr14:69732783-69767112	ENSMUSG00000097284	4930480K23Rik	lincRNA	[69756239]	1	168	16	27	21	12	16	23	23	30
2	+	chr2:19371439-19394975	ENSMUSG00000023094	Msrb2	protein_coding	[19394974]	1	115	16	13	19	14	14	11	19	9
12	-	chr12:76347781-76369601	ENSMUSG00000056459	Zbtb25	protein_coding	[76348944]	1	110	8	29	18	11	7	12	12	13
8	-	chr8:84670482-84687861	ENSMUSG00000001910	Nacc1	protein_coding	[84670032, 84670479]	2	615	38	109	87	61	91	100	62	67
15	-	chr15:96134818-96284494	ENSMUSG00000097536	2610037D02Rik	lincRNA	[96283084]	1	37	1	4	3	9	5	3	7	5
15	+	chr15:78842646-78850901	ENSMUSG00000049521	Cdc42ep1	protein_coding	[78850890]	1	82	9	19	10	12	11	6	7	8
X	-	chrX:36911325-36991793	ENSMUSG00000050379	Sept6	protein_coding	[36913445, 36912246]	2	1671	142	260	212	196	198	199	242	222
11	+	chr11:98863637-98905039	ENSMUSG00000038013	Wipf2	protein_coding	[98903517, 98903925]	2	383	27	74	40	43	62	49	44	44
12	-	chr12:102784655-102878405	ENSMUSG00000041702	Btbd7	protein_coding	[102815606]	1	34	0	9	5	6	3	5	6	0
9	-	chr9:72450393-72492211	ENSMUSG00000090626	Tex9	protein_coding	[72458578]	1	147	13	37	17	14	14	23	15	14
6	-	chr6:18366477-18514842	ENSMUSG00000000416	Cttnbp2	protein_coding	[18366690, 18366471]	2	358	26	62	47	39	54	43	47	40
18	-	chr18:82593592-82692882	ENSMUSG00000041258	Zfp236	protein_coding	[82593596, 82595461]	2	342	21	57	38	41	44	42	54	45
10	+	chr10:128303334-128321357	ENSMUSG00000005682	Pan2	protein_coding	[128321346]	1	236	25	36	32	25	26	24	40	28
3	+	chr3:103171654-103179165	ENSMUSG00000005687	Bcas2	protein_coding	[103178826]	1	2032	142	334	306	225	246	237	270	272
5	+	chr5:25221903-25265917	ENSMUSG00000038072	Galnt11	protein_coding	[25265909]	1	941	58	141	149	111	121	114	122	125
6	-	chr6:54577603-54597307	ENSMUSG00000038074	Fkbp14	protein_coding	[54577606]	1	123	9	23	24	9	12	11	19	16
6	-	chr6:144993834-145076183	ENSMUSG00000030268	Bcat1	protein_coding	[144993835, 144999155, 145003757]	3	854	60	128	118	80	115	108	108	137
6	-	chr6:126708328-126740673	ENSMUSG00000038077	Kcna6	protein_coding	[126708331]	1	1425	124	233	209	165	179	187	180	148
6	-	chr6:145216698-145250238	ENSMUSG00000030265	Kras	protein_coding	[145234249, 145219467, 145216703]	3	1736	143	309	258	200	184	191	245	206
6	+	chr6:113046224-113068272	ENSMUSG00000030264	Thumpd3	protein_coding	[113051036]	1	42	5	7	5	4	4	5	7	5
17	-	chr17:34969189-34972155	ENSMUSG00000091971	Hspa1a	protein_coding	[34969756, 34969359]	2	258	19	41	32	28	34	43	38	23
4	+	chr4:36952965-36988031	ENSMUSG00000084898	Gm12371	lincRNA	[36989923]	1	212	13	32	22	26	17	24	42	36
8	-	chr8:95420251-95434868	ENSMUSG00000031796	Cfap20	protein_coding	[95431184, 95420251]	2	736	63	116	123	86	88	90	83	87
15	+	chr15:8109312-8159856	ENSMUSG00000022142	Nup155	protein_coding	[8157824, 8160922]	2	91	6	14	18	10	2	13	18	10
15	-	chr15:8291224-8444462	ENSMUSG00000022141	Nipbl	protein_coding	[8290617, 8290306, 8322602, 8339382, 8290889]	5	555	32	88	91	73	56	64	72	79
8	+	chr8:95332291-95347506	ENSMUSG00000031792	Usb1	protein_coding	[95347506]	1	774	53	127	115	95	93	94	99	98
8	+	chr8:95352267-95374292	ENSMUSG00000031790	Mmp15	protein_coding	[95374292]	1	513	31	94	81	62	56	53	66	70
8	+	chr8:72572102-72587281	ENSMUSG00000031791	Tmem38a	protein_coding	[72587276]	1	377	28	61	57	35	47	46	59	44
8	+	chr8:72134974-72153141	ENSMUSG00000031799	Tpm4	protein_coding	[72153137]	1	345	21	84	42	35	41	42	37	43
2	+	chr2:156196465-156309951	ENSMUSG00000038116	Phf20	protein_coding	[156309334, 156309951]	2	490	32	66	87	47	55	54	65	84
9	-	chr9:39587395-39604402	ENSMUSG00000038112	AW551984	protein_coding	[39588136, 39587509]	2	3087	231	486	467	351	335	405	424	388
X	+	chrX:74393289-74453853	ENSMUSG00000004221	Ikbkg	protein_coding	[74451523, 74453773]	2	129	8	27	23	15	12	15	17	12
11	-	chr11:4141122-4160292	ENSMUSG00000051427	Ccdc157	protein_coding	[4141125]	1	123	7	15	18	18	14	20	17	14
14	-	chr14:51905270-51913487	ENSMUSG00000004558	Ndrg2	protein_coding	[51905283]	1	4115	355	773	580	408	527	500	472	500
15	-	chr15:37366174-37792569	ENSMUSG00000051359	Ncald	protein_coding	[37366266]	1	4447	355	882	530	514	654	586	487	439
5	+	chr5:76304875-76305526	ENSMUSG00000098449	Gm7467	antisense	[76305526]	1	34	5	5	6	3	3	4	2	6
15	+	chr15:34495303-34530647	ENSMUSG00000022325	Pop1	protein_coding	[34530644]	1	55	3	9	7	12	5	3	7	9
6	+	chr6:58831464-58920397	ENSMUSG00000029804	Herc3	protein_coding	[58920393, 58904073]	2	1046	99	172	141	120	127	108	150	129
15	-	chr15:34484020-34495254	ENSMUSG00000022323	Hrsp12	protein_coding	[34484021]	1	123	14	17	18	10	16	18	19	11
8	-	chr8:4735979-4779533	ENSMUSG00000022322	Shcbp1	protein_coding	[4735977]	1	58	2	13	11	8	6	3	6	9
13	-	chr13:106958995-107022125	ENSMUSG00000021693	Kif2a	protein_coding	[106961322, 106961851, 106960586]	3	747	54	118	111	84	90	91	96	103
17	+	chr17:29614789-29641663	ENSMUSG00000090083	Rnf8	protein_coding	[29641649]	1	531	39	89	77	54	74	63	65	70
2	-	chr2:91674617-91710575	ENSMUSG00000027244	Atg13	protein_coding	[91674625]	1	221	17	39	31	26	22	36	28	22
5	-	chr5:123133722-123141665	ENSMUSG00000090086	AI480526	lincRNA	[123140659]	1	40	1	9	7	3	4	7	3	6
15	-	chr15:34875495-35155805	ENSMUSG00000022329	Stk3	protein_coding	[34875499]	1	235	20	49	37	24	19	34	27	25
3	+	chr3:89164794-89176920	ENSMUSG00000068917	Clk2	protein_coding	[89176918]	1	214	11	33	26	28	29	21	33	33
X	-	chrX:59062144-59568070	ENSMUSG00000031137	Fgf13	protein_coding	[59062156, 59063197]	2	1845	130	280	269	193	253	229	238	253
X	-	chrX:57383529-57393035	ENSMUSG00000031134	Rbmx	protein_coding	[57383347, 57386359]	2	2318	131	363	366	276	271	295	289	327
X	-	chrX:60055955-60179088	ENSMUSG00000031139	Mcf2	protein_coding	[60055957]	1	140	12	25	18	13	17	18	18	19
5	+	chr5:138995055-139000576	ENSMUSG00000075585	6330403L08Rik	antisense	[139000575]	1	75	7	15	5	15	8	5	9	11
11	+	chr11:73047782-73089316	ENSMUSG00000020783	1200014J11Rik	protein_coding	[73080056, 73089314]	2	559	42	85	74	61	69	70	78	80
11	+	chr11:115814723-115823093	ENSMUSG00000020781	Tsen54	protein_coding	[115823088]	1	163	5	29	19	17	21	27	21	24
11	-	chr11:116245165-116274216	ENSMUSG00000020780	Srp68	protein_coding	[116245166]	1	499	39	80	74	57	61	62	62	64
7	+	chr7:140967220-140969824	ENSMUSG00000025491	Ifitm1	protein_coding	[140969817]	1	36	3	9	8	5	5	3	2	1
7	-	chr7:141009585-141010769	ENSMUSG00000025492	Ifitm3	protein_coding	[141009589]	1	313	22	76	39	39	38	40	30	29
13	+	chr13:83504033-83667079	ENSMUSG00000005583	Mef2c	protein_coding	[83666339, 83667076]	2	321	19	51	54	36	45	42	36	38
7	+	chr7:141122381-141157020	ENSMUSG00000025495	Ptdss2	protein_coding	[141156152, 141143669]	2	260	16	44	34	30	35	38	35	28
10	+	chr10:83543940-83596468	ENSMUSG00000034560	A230046K03Rik	protein_coding	[83572233, 83596476]	2	109	6	19	14	13	14	17	14	12
11	-	chr11:115415688-115419961	ENSMUSG00000034566	Atp5h	protein_coding	[115415690]	1	1025	74	160	136	118	120	133	139	145
11	+	chr11:121204432-121222654	ENSMUSG00000039307	Hexdc	protein_coding	[121222644]	1	68	6	10	11	8	8	7	10	8
14	-	chr14:20723738-20730326	ENSMUSG00000039308	Ndst2	protein_coding	[20723729]	1	198	14	33	28	16	18	28	30	31
6	+	chr6:29768010-29912309	ENSMUSG00000029772	Ahcyl2	protein_coding	[29912308]	1	256	24	38	52	28	30	28	37	19
6	+	chr6:30401867-30455178	ENSMUSG00000029775	Klhdc10	protein_coding	[30455172]	1	1862	129	322	268	228	205	285	222	203
6	+	chr6:55038006-55079499	ENSMUSG00000029777	Gars	protein_coding	[55079491]	1	1187	69	228	147	126	150	163	146	158
6	-	chr6:52546227-52640388	ENSMUSG00000029776	Hibadh	protein_coding	[52546230]	1	294	13	52	49	33	31	37	48	31
6	+	chr6:55451977-55501450	ENSMUSG00000029778	Adcyap1r1	protein_coding	[55501446]	1	2663	236	496	356	288	338	324	346	279
4	+	chr4:43381978-43427087	ENSMUSG00000035969	Rusc2	protein_coding	[43427085]	1	4156	297	719	609	480	508	557	493	493
5	-	chr5:114821934-114823467	ENSMUSG00000092486	2610524H06Rik	protein_coding	[114822313]	1	42	2	4	5	6	3	6	9	7
14	+	chr14:50924967-50927138	ENSMUSG00000035960	Apex1	protein_coding	[50927137]	1	961	82	131	155	106	111	128	127	121
8	-	chr8:70483875-70487357	ENSMUSG00000035964	Tmem59l	protein_coding	[70483885]	1	40	1	5	2	6	4	6	9	7
X	+	chrX:56454856-56507842	ENSMUSG00000035967	Ddx26b	protein_coding	[56507839]	1	588	50	88	89	71	53	73	81	83
12	-	chr12:111484610-111485822	ENSMUSG00000010529	Gm266	protein_coding	[111484610]	1	115	7	21	18	14	16	20	9	10
10	+	chr10:19356559-19358605	ENSMUSG00000045591	Olig3	protein_coding	[19358601]	1	235	12	23	24	26	31	36	44	39
3	-	chr3:158082890-158562220	ENSMUSG00000028176	Lrrc7	protein_coding	[158424096, 158298183, 158082894, 158500116, 158159734, 158487511, 158154942]	7	508	32	81	64	51	69	67	67	77
5	-	chr5:143301194-143315359	ENSMUSG00000039244	E130309D02Rik	protein_coding	[143301209]	1	433	23	85	62	51	45	64	46	57
1	-	chr1:186087730-186117309	ENSMUSG00000039246	Lyplal1	protein_coding	[186087876]	1	53	2	6	11	3	4	8	5	14
18	+	chr18:68300354-68324851	ENSMUSG00000009535	Rnmt	protein_coding	[68321905, 68324850]	2	696	43	118	97	94	84	73	97	90
12	-	chr12:81573556-81595007	ENSMUSG00000002679	Med6	protein_coding	[81573564]	1	228	14	41	38	22	23	31	30	29
15	-	chr15:44671858-44788062	ENSMUSG00000022340	Sybu	protein_coding	[44671858]	1	1814	138	261	306	176	234	217	274	208
1	-	chr1:195036825-195092248	ENSMUSG00000016493	Cd46	protein_coding	[195038970]	1	45	3	7	3	8	5	9	6	4
15	-	chr15:89351003-89355658	ENSMUSG00000022614	Lmf2	protein_coding	[89351143]	1	114	7	17	16	12	20	20	13	9
19	+	chr19:29367454-29388094	ENSMUSG00000016496	Cd274	protein_coding	[29388091]	1	52	2	6	13	4	8	6	9	4
1	+	chr1:194938818-194961278	ENSMUSG00000016494	Cd34	protein_coding	[194961253]	1	52	1	11	3	8	3	12	7	7
5	+	chr5:143928174-143937308	ENSMUSG00000104633	RP24-194F23.3	protein_coding	[143933960]	1	31	2	6	5	5	1	1	8	3
12	-	chr12:31640054-31654825	ENSMUSG00000020648	Dus4l	protein_coding	[31640051]	1	181	11	53	16	19	20	22	22	18
12	+	chr12:24708240-24714145	ENSMUSG00000020649	Rrm2	protein_coding	[24714087]	1	133	9	22	16	13	12	16	24	21
X	+	chrX:20425687-20519938	ENSMUSG00000037315	Jade3	protein_coding	[20519936]	1	156	12	27	19	13	20	16	26	23
11	+	chr11:69632989-69653296	ENSMUSG00000018765	Fxr2	protein_coding	[69653296]	1	2861	199	473	407	334	335	381	361	371
5	+	chr5:138819369-138821618	ENSMUSG00000094504	Gm5294	protein_coding	[138825913]	1	41	5	5	7	3	4	5	4	8
11	-	chr11:69656696-69662641	ENSMUSG00000018761	Mpdu1	protein_coding	[69656702]	1	1800	114	324	288	224	202	241	210	197
2	+	chr2:74711926-74748441	ENSMUSG00000079277	Hoxd3	protein_coding	[74748225]	1	130	8	21	19	17	19	9	14	23
13	-	chr13:59634995-59675783	ENSMUSG00000021556	Golm1	protein_coding	[59634997]	1	163	9	34	21	25	19	17	20	18
17	-	chr17:78949404-79020815	ENSMUSG00000024070	Prkd3	protein_coding	[78949410]	1	212	20	26	25	25	36	21	32	27
