chr	strand	gene_locus	gene_id	gene_name	gene_biotype	sites_position_cDNA	sites_num	cDNA_sum	c1:KO_WT1	c2:KO_WT2	c3:KO_WT3	c4:KO_WT4	t1:KO_HOM1	t2:KO_HOM2	t3:KO_HOM3	t4:KO_HOM4
15	-	chr15:71795794-72034226	ENSMUSG00000079022	Col22a1	protein_coding	[71798476]	1	88	8	9	16	12	10	11	10	12
3	-	chr3:37404909-37420210	ENSMUSG00000050174	Nudt6	protein_coding	[37404985]	1	43	3	2	3	5	5	7	5	13
19	+	chr19:38481108-38785029	ENSMUSG00000024998	Plce1	protein_coding	[38782960]	1	39	4	6	4	5	5	5	1	9
19	-	chr19:12466340-12501995	ENSMUSG00000039982	Dtx4	protein_coding	[12466333]	1	2294	261	299	309	308	223	302	288	304
17	+	chr17:25794893-25964783	ENSMUSG00000097518	Gm26694	lincRNA	[25834260]	1	196	24	24	20	25	19	36	24	24
6	+	chr6:52244392-52249798	ENSMUSG00000086427	Hoxa11os	processed_transcript	[52249789]	1	102	10	11	13	2	18	25	15	8
7	+	chr7:127967456-127982367	ENSMUSG00000030795	Fus	protein_coding	[127982028]	1	50456	12910	13512	13050	10884	25	31	25	19
13	-	chr13:22040635-22041361	ENSMUSG00000060639	Hist1h4i	protein_coding	[22040637]	1	48	6	7	7	6	4	7	4	7
6	-	chr6:113067427-113077332	ENSMUSG00000086429	Gt(ROSA)26Sor	antisense	[113070400]	1	376	40	42	46	45	43	60	56	44
1	-	chr1:156804165-156939625	ENSMUSG00000026594	Ralgps2	protein_coding	[156804166, 156808134]	2	1083	145	125	166	115	108	160	152	112
7	+	chr7:110627660-110629819	ENSMUSG00000030790	Adm	protein_coding	[110629817]	1	177	24	17	14	27	19	22	19	35
7	-	chr7:45207524-45211882	ENSMUSG00000030792	Dkkl1	protein_coding	[45207525]	1	202	23	26	16	14	22	46	33	22
X	+	chrX:56374585-56377798	ENSMUSG00000054850	Smim10l2a	protein_coding	[56380878]	1	32	4	5	1	0	4	6	6	6
5	+	chr5:135023481-135051099	ENSMUSG00000007207	Stx1a	protein_coding	[135051098]	1	2055	249	248	248	219	228	373	255	235
2	-	chr2:152368754-152376637	ENSMUSG00000059361	Nrsn2	protein_coding	[152368758]	1	847	116	123	120	117	81	112	96	82
15	-	chr15:98663420-98677460	ENSMUSG00000054855	Rnd1	protein_coding	[98669777]	1	625	73	78	66	109	67	92	69	71
19	-	chr19:24261452-24280604	ENSMUSG00000059363	Fxn	protein_coding	[24259897]	1	70	13	10	5	12	8	8	5	9
15	+	chr15:89253034-89286260	ENSMUSG00000036561	Ppp6r2	protein_coding	[89287009, 89286260]	2	217	27	31	23	20	23	38	30	25
10	-	chr10:60181531-60219259	ENSMUSG00000057337	Chst3	protein_coding	[60181529]	1	69	6	7	5	11	5	10	15	10
8	+	chr8:95676979-95715118	ENSMUSG00000036564	Ndrg4	protein_coding	[95714954]	1	11057	1351	1304	1261	1563	1125	1453	1363	1637
9	-	chr9:62419491-62537043	ENSMUSG00000041729	Coro2b	protein_coding	[62419493]	1	1486	204	187	186	172	166	230	205	136
10	+	chr10:127666900-127701048	ENSMUSG00000040195	Tmem194	protein_coding	[127701047]	1	200	22	32	25	24	24	20	26	27
17	-	chr17:25838456-25844850	ENSMUSG00000025733	Rhot2	protein_coding	[25844772]	1	718	85	96	93	66	81	132	81	84
13	+	chr13:18717291-18866808	ENSMUSG00000041236	Vps41	protein_coding	[18866802]	1	1626	209	213	200	189	210	238	204	163
4	+	chr4:8690405-8867658	ENSMUSG00000041235	Chd7	protein_coding	[8867650]	1	154	25	19	19	15	18	21	22	15
16	-	chr16:17280350-17406313	ENSMUSG00000041720	Pi4ka	protein_coding	[17280352]	1	1214	148	123	155	123	151	201	153	160
8	-	chr8:85075034-85081305	ENSMUSG00000005150	Wdr83	protein_coding	[85075036]	1	234	38	24	22	27	29	38	23	33
2	-	chr2:40595245-42653623	ENSMUSG00000049252	Lrp1b	protein_coding	[40595245, 40595527]	2	142	19	22	15	9	13	20	25	19
9	-	chr9:60568858-60688157	ENSMUSG00000047766	Lrrc49	protein_coding	[60569168]	1	53	8	5	3	4	10	7	6	10
17	-	chr17:25863697-25868737	ENSMUSG00000025732	Fam195a	protein_coding	[25863697]	1	224	20	19	18	24	25	29	22	67
3	+	chr3:106567604-106569635	ENSMUSG00000105272	RP23-164N7.3	TEC	[106574456, 106573929]	2	175	25	19	17	17	21	19	24	33
5	-	chr5:124368701-124426000	ENSMUSG00000038095	Sbno1	protein_coding	[124373163, 124368708, 124395926]	3	2648	311	352	342	272	295	414	372	290
3	+	chr3:37639946-37644597	ENSMUSG00000037211	Spry1	protein_coding	[37644596]	1	45	4	10	11	1	5	7	3	4
5	+	chr5:34369932-34486455	ENSMUSG00000037210	Fam193a	protein_coding	[34372547, 34459083]	2	263	31	32	41	37	25	33	34	30
7	-	chr7:80325291-80341004	ENSMUSG00000030533	Unc45a	protein_coding	[80325294]	1	689	65	87	88	77	77	95	100	100
7	+	chr7:80343136-80346096	ENSMUSG00000030532	Hddc3	protein_coding	[80346098]	1	284	55	33	24	39	30	37	31	35
6	-	chr6:142350341-142387086	ENSMUSG00000030243	Recql	protein_coding	[142362148]	1	118	14	18	13	13	9	20	15	16
7	+	chr7:80269648-80291578	ENSMUSG00000030534	Vps33b	protein_coding	[80291574]	1	549	66	63	70	54	61	101	69	65
X	-	chrX:20860510-20921003	ENSMUSG00000037217	Syn1	protein_coding	[20860514]	1	2141	260	262	253	239	205	306	315	301
7	-	chr7:80711582-80803330	ENSMUSG00000030536	Iqgap1	protein_coding	[80711588]	1	362	35	48	45	33	45	54	39	63
7	+	chr7:80186840-80226393	ENSMUSG00000030539	Sema4b	protein_coding	[80226395]	1	350	50	41	41	51	32	55	44	36
7	-	chr7:80227155-80232812	ENSMUSG00000030538	Cib1	protein_coding	[80227158]	1	260	31	28	30	30	20	50	32	39
9	+	chr9:65435781-65453053	ENSMUSG00000059183	Mtfmt	protein_coding	[65452413, 65437278]	2	197	19	19	33	19	25	32	24	26
6	-	chr6:51857421-52012548	ENSMUSG00000059182	Skap2	protein_coding	[51857424, 51859165]	2	1004	98	124	123	128	94	138	156	143
6	-	chr6:142587861-142702314	ENSMUSG00000030249	Abcc9	protein_coding	[142587866]	1	444	49	55	60	33	50	68	56	73
4	+	chr4:149500632-149501007	ENSMUSG00000083811	Gm13071	processed_pseudogene	[149503513, 149503348]	2	303	20	40	30	24	29	62	46	52
3	+	chr3:54692806-54728765	ENSMUSG00000027751	Supt20	protein_coding	[54716505]	1	76	6	6	7	2	15	15	14	11
3	+	chr3:54361108-54391036	ENSMUSG00000027750	Postn	protein_coding	[54390902]	1	53	3	11	5	4	7	4	10	9
3	-	chr3:54728677-54735392	ENSMUSG00000027752	Exosc8	protein_coding	[54728685]	1	479	61	45	72	52	45	57	68	79
14	-	chr14:103080238-103099565	ENSMUSG00000022124	Fbxl3	protein_coding	[103081035]	1	423	49	47	36	53	46	44	59	89
15	+	chr15:83089505-83116673	ENSMUSG00000058586	Serhl	protein_coding	[83116669]	1	297	21	34	28	34	29	29	21	101
9	-	chr9:75497795-75559656	ENSMUSG00000058587	Tmod3	protein_coding	[75536193, 75498116, 75497781, 75520902, 75499649]	5	619	74	60	80	69	84	88	76	88
14	-	chr14:103814624-103844172	ENSMUSG00000022122	Ednrb	protein_coding	[103814624]	1	1129	128	170	145	171	90	162	137	126
10	+	chr10:89873508-90973299	ENSMUSG00000058589	Anks1b	protein_coding	[90106866, 90091908, 90104710]	3	130	12	15	25	16	17	19	9	17
5	-	chr5:97082328-97111595	ENSMUSG00000055725	Paqr3	protein_coding	[97093271]	1	331	40	49	44	36	23	62	41	36
6	-	chr6:118461949-118479319	ENSMUSG00000072623	Zfp9	protein_coding	[118461978]	1	96	15	16	10	7	6	10	17	15
19	+	chr19:5425156-5427312	ENSMUSG00000047423	AI837181	protein_coding	[5427294]	1	496	70	70	54	54	56	76	60	56
17	+	chr17:25823626-25828729	ENSMUSG00000025737	Wdr24	protein_coding	[25828723]	1	293	41	42	41	21	39	37	35	37
10	+	chr10:60277626-60302596	ENSMUSG00000004207	Psap	protein_coding	[60302599]	1	91	13	8	5	19	13	6	6	21
18	+	chr18:40258360-40531167	ENSMUSG00000051401	Kctd16	protein_coding	[40533989]	1	135	27	19	20	6	13	14	23	13
7	-	chr7:19530966-19562397	ENSMUSG00000051403	Ppp1r37	protein_coding	[19530800]	1	276	52	51	38	24	29	40	25	17
1	+	chr1:178339600-178341469	ENSMUSG00000104279	Gm38300	TEC	[178341460]	1	34	7	7	5	7	1	1	1	5
19	-	chr19:5495277-5510488	ENSMUSG00000056185	Snx32	protein_coding	[5495277]	1	554	68	64	76	63	78	95	48	62
9	-	chr9:8994328-9239100	ENSMUSG00000050730	Arhgap42	protein_coding	[8994331, 8994573]	2	579	79	68	54	61	67	76	94	80
9	+	chr9:108338902-108340342	ENSMUSG00000063856	Gpx1	protein_coding	[108340337]	1	3682	452	442	426	389	478	568	493	434
16	+	chr16:44139829-44163365	ENSMUSG00000022698	Naa50	protein_coding	[44162473, 44163363]	2	2400	297	263	304	276	260	316	314	370
16	-	chr16:44240179-44333195	ENSMUSG00000022696	Sidt1	protein_coding	[44297774]	1	55	7	11	7	6	4	8	7	5
17	+	chr17:25828866-25831841	ENSMUSG00000025736	Jmjd8	protein_coding	[25831764]	1	176	20	21	19	18	23	37	19	19
X	-	chrX:49782535-49797748	ENSMUSG00000031111	Igsf1	protein_coding	[49792966, 49782543]	2	230	41	29	31	28	28	23	20	30
7	+	chr7:46396496-46438374	ENSMUSG00000058975	Kcnc1	protein_coding	[46438702, 46433349, 46438374]	3	1434	179	187	188	185	160	200	165	170
X	-	chrX:52053020-52165251	ENSMUSG00000031119	Gpc4	protein_coding	[52053067, 52051372, 52050885]	3	250	31	33	22	35	36	36	18	39
6	+	chr6:106769119-106782473	ENSMUSG00000013736	Trnt1	protein_coding	[106776157, 106782463]	2	287	41	35	25	30	28	39	45	44
11	+	chr11:95009878-95026086	ENSMUSG00000047181	Samd14	protein_coding	[95026082]	1	2424	302	327	290	254	254	422	331	244
4	+	chr4:8535643-8607777	ENSMUSG00000047187	Rab2a	protein_coding	[8607703]	1	5365	689	695	701	611	535	775	723	636
18	-	chr18:12252361-12305719	ENSMUSG00000057766	Ankrd29	protein_coding	[12252364]	1	65	12	9	3	11	5	4	6	15
7	-	chr7:139978931-139992561	ENSMUSG00000025473	Adam8	protein_coding	[139978937]	1	36	4	4	5	5	6	7	3	2
7	+	chr7:140036390-140040604	ENSMUSG00000025470	Zfp511	protein_coding	[140040598]	1	247	27	29	42	23	32	40	28	26
7	+	chr7:139389108-139579651	ENSMUSG00000025477	Inpp5a	protein_coding	[139579645]	1	941	121	113	124	121	101	141	105	115
7	-	chr7:139995954-140036349	ENSMUSG00000025474	Tubgcp2	protein_coding	[139995149]	1	75	7	9	13	9	8	8	8	13
11	+	chr11:3649493-3690476	ENSMUSG00000034543	Morc2a	protein_coding	[3690369]	1	179	20	22	20	16	20	37	24	20
12	-	chr12:85815447-85824549	ENSMUSG00000021252	0610007P14Rik	protein_coding	[85815448]	1	1918	245	258	233	201	229	280	231	241
11	+	chr11:120348677-120351189	ENSMUSG00000043644	0610009L18Rik	protein_coding	[120351189]	1	77	8	12	11	10	8	10	10	8
8	+	chr8:31111819-31131481	ENSMUSG00000039328	Rnf122	protein_coding	[31129665]	1	505	50	68	74	46	49	104	70	44
19	-	chr19:37899035-38043576	ENSMUSG00000048612	Myof	protein_coding	[37899232]	1	136	11	18	15	18	25	16	10	23
1	+	chr1:72824502-72852473	ENSMUSG00000039323	Igfbp2	protein_coding	[72852453]	1	233	30	37	29	27	21	24	31	34
11	-	chr11:59783896-59787644	ENSMUSG00000043648	Pld6	protein_coding	[59783897, 59784180]	2	221	36	25	29	28	21	29	31	22
6	-	chr6:7675168-7693253	ENSMUSG00000029752	Asns	protein_coding	[7675172]	1	665	93	77	88	65	68	87	85	102
10	+	chr10:83722864-83762760	ENSMUSG00000087651	1500009L16Rik	protein_coding	[83762760, 83762290]	2	1687	244	209	218	211	183	242	204	176
6	+	chr6:5725638-6028038	ENSMUSG00000029757	Dync1i1	protein_coding	[6028028]	1	2346	280	283	268	353	275	295	244	348
18	-	chr18:24104756-24121952	ENSMUSG00000047989	Ino80c	protein_coding	[24104762]	1	843	86	88	119	105	88	127	109	121
18	-	chr18:38838672-38929403	ENSMUSG00000036585	Fgf1	protein_coding	[38838672]	1	80	12	6	13	13	9	13	6	8
X	-	chrX:74365717-74369215	ENSMUSG00000015290	Ubl4a	protein_coding	[74365718]	1	333	52	34	28	40	39	48	48	44
19	+	chr19:42163950-42194589	ENSMUSG00000018820	Zfyve27	protein_coding	[42194596, 42191716]	2	455	60	57	61	43	43	62	74	55
16	+	chr16:87454702-87483516	ENSMUSG00000025616	Usp16	protein_coding	[87464422, 87483510, 87473159]	3	517	63	61	61	50	48	95	70	69
2	+	chr2:138256564-138589291	ENSMUSG00000062098	Btbd3	protein_coding	[138287420]	1	438	51	45	71	52	53	63	49	54
16	+	chr16:87698944-87733345	ENSMUSG00000025612	Bach1	protein_coding	[87733344, 87733187, 87733667]	3	488	77	66	60	58	41	74	58	54
16	-	chr16:87483325-87495872	ENSMUSG00000025613	Cct8	protein_coding	[87483875, 87483326]	2	8639	1006	1071	1023	986	957	1306	1084	1206
18	-	chr18:61192918-61211611	ENSMUSG00000034320	Slc26a2	protein_coding	[61192916]	1	132	21	19	12	8	19	15	13	25
19	-	chr19:41922979-41933313	ENSMUSG00000034321	Exosc1	protein_coding	[41922979, 41923573]	2	208	28	24	26	25	27	29	23	26
14	-	chr14:75702350-75754492	ENSMUSG00000034893	Cog3	protein_coding	[75702351]	1	58	8	12	4	3	4	8	7	12
12	+	chr12:73584796-73778184	ENSMUSG00000021108	Prkch	protein_coding	[73778172]	1	163	15	19	24	16	19	23	19	28
12	+	chr12:73901374-73947529	ENSMUSG00000021109	Hif1a	protein_coding	[73947528, 73935449, 73946890, 73947154]	4	2239	283	268	267	225	245	370	325	256
12	+	chr12:105032688-105040909	ENSMUSG00000021102	Glrx5	protein_coding	[105040854]	1	3884	444	446	482	477	428	487	515	605
12	+	chr12:73123716-73273987	ENSMUSG00000021103	Mnat1	protein_coding	[73272850]	1	613	82	68	79	74	81	70	75	84
9	-	chr9:111228227-111271790	ENSMUSG00000032498	Mlh1	protein_coding	[111228253]	1	168	18	21	16	20	13	30	26	24
8	+	chr8:85071756-85075161	ENSMUSG00000060038	Dhps	protein_coding	[85075160]	1	210	29	23	31	18	19	33	29	28
6	+	chr6:136808243-136810073	ENSMUSG00000060032	H2afj	protein_coding	[136808792, 136810066]	2	465	67	35	69	55	40	76	68	55
9	+	chr9:111117591-111225667	ENSMUSG00000032497	Lrrfip2	protein_coding	[111186283, 111208222]	2	91	13	15	9	11	9	18	12	4
12	-	chr12:17003318-17011726	ENSMUSG00000071398	2410004P03Rik	protein_coding	[17004957]	1	158	28	16	13	20	19	32	13	17
9	-	chr9:85687359-85749333	ENSMUSG00000035941	Ibtk	protein_coding	[85687360, 85720187]	2	458	54	60	63	45	56	67	56	57
2	-	chr2:34804513-34826310	ENSMUSG00000035949	Fbxw2	protein_coding	[34811168, 34805338]	2	1290	177	163	184	164	112	194	156	140
1	-	chr1:34436669-34439671	ENSMUSG00000042111	Ccdc115	protein_coding	[34436677]	1	1989	200	215	189	214	252	266	298	355
13	-	chr13:54736670-54749873	ENSMUSG00000069227	Gprin1	protein_coding	[54736672]	1	2915	398	358	379	295	320	485	384	296
13	-	chr13:58125878-58128555	ENSMUSG00000007836	Hnrnpa0	protein_coding	[58126913, 58125879]	2	17912	2202	2180	2313	1773	2154	2601	2580	2109
7	-	chr7:45053612-45062676	ENSMUSG00000007837	Prrg2	protein_coding	[45053584]	1	99	8	12	11	12	11	13	15	17
7	-	chr7:44959372-44974850	ENSMUSG00000007783	Cpt1c	protein_coding	[44959372]	1	771	96	92	82	74	90	135	114	88
7	-	chr7:45140683-45154583	ENSMUSG00000007833	Aldh16a1	protein_coding	[45141835]	1	87	10	14	10	11	5	13	10	14
7	-	chr7:138208973-138397729	ENSMUSG00000091002	Tcerg1l	protein_coding	[138208974]	1	1415	187	182	181	135	158	199	203	170
8	-	chr8:45996901-45999866	ENSMUSG00000050914	Ankrd37	protein_coding	[45996909]	1	443	58	55	49	56	41	63	65	56
11	+	chr11:115381915-115396131	ENSMUSG00000050910	Cdr2l	protein_coding	[115396127]	1	1025	123	117	137	110	132	144	148	114
17	-	chr17:34823992-34836944	ENSMUSG00000061207	Stk19	protein_coding	[34823993]	1	1150	136	115	129	139	126	186	165	154
11	-	chr11:77529161-77607814	ENSMUSG00000017291	Taok1	protein_coding	[77536551, 77537604, 77530070, 77529167]	4	1553	188	186	194	175	198	185	208	219
12	-	chr12:86700501-86726459	ENSMUSG00000021257	Angel1	protein_coding	[86700502]	1	137	17	22	22	14	9	21	15	17
13	+	chr13:74350308-74365782	ENSMUSG00000021578	Ccdc127	protein_coding	[74359666, 74365774]	2	623	68	67	76	78	66	91	99	78
13	-	chr13:74322253-74350279	ENSMUSG00000021577	Sdha	protein_coding	[74322253, 74322815]	2	1820	211	197	203	195	209	255	174	376
13	-	chr13:74303120-74317325	ENSMUSG00000021576	Pdcd6	protein_coding	[74303520]	1	634	91	81	62	73	71	89	84	83
13	+	chr13:74009406-74035752	ENSMUSG00000021573	Tppp	protein_coding	[74035751]	1	798	114	93	101	120	76	98	100	96
17	-	chr17:32354054-32389400	ENSMUSG00000024050	Wiz	protein_coding	[32354058]	1	341	36	36	46	31	38	69	44	41
3	-	chr3:105727266-105801335	ENSMUSG00000068798	Rap1a	protein_coding	[105727266, 105728452, 105728282]	3	1475	167	182	167	171	159	204	223	202
X	-	chrX:77761410-77796277	ENSMUSG00000035725	Prkx	protein_coding	[77760977]	1	330	42	41	30	36	36	50	46	49
1	-	chr1:171338007-171345645	ENSMUSG00000013997	Nit1	protein_coding	[171342244, 171340572]	2	390	44	49	60	40	41	55	47	54
15	-	chr15:78399555-78405858	ENSMUSG00000044986	Tst	protein_coding	[78399559]	1	95	15	13	8	17	8	13	8	13
17	-	chr17:80238303-80290475	ENSMUSG00000035051	Dhx57	protein_coding	[80238311]	1	1289	160	156	161	174	122	196	170	150
4	-	chr4:137741732-137796383	ENSMUSG00000028766	Alpl	protein_coding	[137741744]	1	125	16	10	9	18	8	15	19	30
4	-	chr4:56957172-56990390	ENSMUSG00000045589	Frrs1l	protein_coding	[56957369, 56957173]	2	961	136	134	131	92	91	141	102	134
17	-	chr17:57066055-57078509	ENSMUSG00000002668	Dennd1c	protein_coding	[57066056]	1	114	12	12	12	8	15	30	14	11
17	-	chr17:45660170-45686904	ENSMUSG00000036026	Tmem63b	protein_coding	[45660176]	1	3632	496	486	364	395	393	641	447	410
14	+	chr14:50807945-50821299	ENSMUSG00000036023	Parp2	protein_coding	[50821299]	1	230	30	24	27	21	27	30	28	43
6	+	chr6:72414307-72430711	ENSMUSG00000053460	Ggcx	protein_coding	[72430704]	1	61	10	6	7	7	8	10	6	7
17	+	chr17:56997338-56999321	ENSMUSG00000002661	Alkbh7	protein_coding	[56999136]	1	468	40	56	64	35	56	79	68	70
4	+	chr4:129811218-129850002	ENSMUSG00000028788	Ptp4a2	protein_coding	[129849984, 129849770, 129848366]	3	356	40	36	49	38	31	58	57	47
14	+	chr14:119138414-119869593	ENSMUSG00000053465	Hs6st3	protein_coding	[119562081, 119140026, 119180715, 119190509, 119611374]	5	834	90	107	99	91	109	143	89	106
16	+	chr16:35978749-36037130	ENSMUSG00000022905	Kpna1	protein_coding	[36037131, 36036014]	2	694	88	92	87	70	78	124	85	70
4	+	chr4:128883579-128911327	ENSMUSG00000041000	Trim62	protein_coding	[128911325]	1	452	67	41	67	52	39	71	71	44
10	-	chr10:128363096-128370031	ENSMUSG00000039914	Coq10a	protein_coding	[128363098]	1	272	29	41	34	25	34	46	30	33
11	+	chr11:68432120-68497848	ENSMUSG00000020901	Pik3r5	protein_coding	[68497847]	1	47	5	7	9	6	3	6	9	2
5	+	chr5:135632617-135646447	ENSMUSG00000039917	Rhbdd2	protein_coding	[135646303]	1	45	4	5	4	6	5	4	5	12
10	+	chr10:17723227-17725672	ENSMUSG00000039910	Cited2	protein_coding	[17724933]	1	37	5	3	5	3	2	3	11	5
4	-	chr4:149896282-149955042	ENSMUSG00000039911	Spsb1	protein_coding	[149896294]	1	43	5	3	4	6	5	5	4	11
2	-	chr2:136081103-136387966	ENSMUSG00000039913	Pak7	protein_coding	[136251640, 136145091, 136081893, 136081099, 136167261]	5	792	103	94	95	77	95	118	101	109
10	+	chr10:40883474-40938569	ENSMUSG00000019831	Wasf1	protein_coding	[40938561]	1	2507	302	269	306	276	341	394	330	289
10	-	chr10:10545010-10558232	ENSMUSG00000019832	Rab32	protein_coding	[10545236]	1	47	4	5	4	9	6	9	5	5
10	-	chr10:40249202-40257664	ENSMUSG00000019837	Gtf3c6	protein_coding	[40257239]	1	63	6	6	8	8	12	10	8	5
11	+	chr11:68691558-68816631	ENSMUSG00000020900	Myh10	protein_coding	[68816622]	1	443	58	36	64	38	45	73	61	68
16	-	chr16:65539132-65562696	ENSMUSG00000004843	Chmp2b	protein_coding	[65539760, 65539132]	2	1952	242	250	244	193	241	291	262	229
5	-	chr5:137034992-137046134	ENSMUSG00000004849	Ap1s1	protein_coding	[137034998]	1	2079	250	243	273	225	227	354	260	247
2	+	chr2:48949507-49325404	ENSMUSG00000036792	Mbd5	protein_coding	[48984737]	1	55	12	4	10	6	5	2	7	9
X	+	chrX:66649317-66661392	ENSMUSG00000036790	Slitrk2	protein_coding	[66661392, 66657320, 66661236]	3	330	35	50	37	32	33	56	43	44
4	-	chr4:149176318-149307692	ENSMUSG00000063077	Kif1b	protein_coding	[149176321, 149233735]	2	4817	596	610	585	548	511	725	672	570
4	-	chr4:137387265-137388381	ENSMUSG00000101493	2810405F17Rik	lincRNA	[137387266]	1	48	3	5	8	1	3	13	10	5
17	+	chr17:45686321-45698494	ENSMUSG00000023939	Mrpl14	protein_coding	[45698480]	1	590	71	68	78	70	56	80	74	93
14	-	chr14:102978219-102982527	ENSMUSG00000107260	AC102815.1	pseudogene	[102978977]	1	79	9	12	12	6	8	11	10	11
2	-	chr2:130417246-130424700	ENSMUSG00000037773	Pced1a	protein_coding	[130420857, 130418967]	2	201	23	28	22	37	17	18	25	31
11	+	chr11:101464998-101471852	ENSMUSG00000001313	Rnd2	protein_coding	[101471851]	1	959	136	109	143	135	81	106	124	125
2	+	chr2:158610766-158615747	ENSMUSG00000037771	Slc32a1	protein_coding	[158615745]	1	6008	730	654	773	863	589	735	734	930
15	-	chr15:9111984-9155424	ENSMUSG00000054115	Skp2	protein_coding	[9111982]	1	105	16	16	16	8	10	19	10	10
19	-	chr19:45791838-45816060	ENSMUSG00000025221	Kcnip2	protein_coding	[45792349]	1	303	39	29	44	35	43	46	42	25
18	+	chr18:35581609-35593834	ENSMUSG00000037236	Matr3	protein_coding	[35592043, 35591435, 35581701, 35591733, 35590805]	5	646	99	65	93	76	72	71	90	80
2	-	chr2:92965150-93046166	ENSMUSG00000075028	Prdm11	protein_coding	[92965157]	1	351	39	47	38	33	42	73	38	41
2	+	chr2:173000116-173015738	ENSMUSG00000027509	Rae1	protein_coding	[173015679]	1	1635	226	194	194	185	164	276	196	200
17	+	chr17:45506840-45520841	ENSMUSG00000023938	Aars2	protein_coding	[45520841]	1	153	13	24	24	21	16	25	17	13
10	+	chr10:120227069-120232070	ENSMUSG00000020224	Llph	protein_coding	[120232069]	1	38	2	8	4	5	5	6	4	4
5	-	chr5:144735914-144761817	ENSMUSG00000043388	Tmem130	protein_coding	[144735917]	1	9593	1304	1296	1264	1135	930	1420	1152	1092
3	-	chr3:8925592-9004722	ENSMUSG00000027506	Tpd52	protein_coding	[8929435, 8929597, 8930214]	3	935	110	127	108	101	96	149	131	113
3	+	chr3:8509359-8561605	ENSMUSG00000027500	Stmn2	protein_coding	[8560489, 8561603]	2	21223	2642	2651	2543	2372	2361	3306	2741	2607
2	+	chr2:172440555-172469907	ENSMUSG00000027502	Rtfdc1	protein_coding	[172469904]	1	831	104	93	98	100	70	150	97	119
19	+	chr19:46328183-46330445	ENSMUSG00000025226	Fbxl15	protein_coding	[46330444]	1	541	59	56	71	44	77	89	72	73
9	-	chr9:30899154-30922451	ENSMUSG00000033453	Adamts15	protein_coding	[30899154]	1	531	76	67	70	58	49	75	62	74
19	+	chr19:46152508-46286509	ENSMUSG00000025224	Gbf1	protein_coding	[46286508]	1	1718	193	215	211	202	179	278	195	245
12	+	chr12:76370265-76396949	ENSMUSG00000033454	Zbtb1	protein_coding	[76396952]	1	33	4	3	2	6	2	5	6	5
12	-	chr12:55489410-55492646	ENSMUSG00000021025	Nfkbia	protein_coding	[55489410]	1	1715	211	210	207	216	199	231	215	226
14	-	chr14:25711641-25769038	ENSMUSG00000055538	Zcchc24	protein_coding	[25711648]	1	384	50	52	49	50	36	54	33	60
10	-	chr10:117344672-117380014	ENSMUSG00000055531	Cpsf6	protein_coding	[117354820, 117349032, 117351243, 117348851, 117347287, 117347513, 117349308, 117344670]	8	2947	346	352	347	276	360	452	440	374
9	-	chr9:65554385-65580039	ENSMUSG00000050721	Plekho2	protein_coding	[65554385]	1	66	6	9	8	12	4	6	16	5
2	-	chr2:84742168-84743654	ENSMUSG00000097187	Gm19426	protein_coding	[84742171]	1	79	9	16	7	9	10	12	9	7
3	+	chr3:129901424-129914102	ENSMUSG00000027997	Casp6	protein_coding	[129913948]	1	187	23	28	21	13	30	23	24	25
4	-	chr4:25248599-25281820	ENSMUSG00000040359	Ufl1	protein_coding	[25248602, 25250149]	2	178	17	13	20	27	14	22	19	46
12	+	chr12:70974620-70996346	ENSMUSG00000060073	Psma3	protein_coding	[70994514, 70995871]	2	646	73	68	87	79	72	93	94	80
